,class,SENSOR0_RMS,SENSOR0_WAVELEN,SENSOR0_WAMP,SENSOR0_APPEN,SENSOR0_SAMPEN,SENSOR0_MAV,SENSOR1_RMS,SENSOR1_WAVELEN,SENSOR1_WAMP,SENSOR1_APPEN,SENSOR1_SAMPEN,SENSOR1_MAV,SENSOR2_RMS,SENSOR2_WAVELEN,SENSOR2_WAMP,SENSOR2_APPEN,SENSOR2_SAMPEN,SENSOR2_MAV,SENSOR3_RMS,SENSOR3_WAVELEN,SENSOR3_WAMP,SENSOR3_APPEN,SENSOR3_SAMPEN,SENSOR3_MAV
0,rest,0.02796917642413157,16.54644187060571,593,0.8298767825209294,0.7609598036519408,0.020834398206017932,0.03032685823948974,20.467187756067993,786,0.9579462790315771,0.820617111325562,0.023070670018496286,0.009767040856259368,6.114902718070514,73,0.9806215820726809,0.8787908954223844,0.0075301927711458865,0.006686137083317272,4.317293647661307,31,0.7394432977421954,0.6560677012669924,0.004682645294042853
1,rest,0.31432534016084196,232.01564443898974,1874,0.9356190386994561,0.8736793634457659,0.23773018762829778,0.29000133678103296,257.0211783130407,1856,1.1638230424218658,1.088031979386354,0.21896961705277912,0.09663170682843157,75.64640576852217,1613,1.0089919237702945,0.9485416368463017,0.07156229447501927,0.018218468281879247,11.062762380731975,341,0.7301461027420997,0.4917054056484097,0.012646097060106824
2,rest,0.02165622845275759,13.160814852125505,416,0.8664636287732956,0.7594220715615401,0.015649280272539742,0.021770710305681878,12.884491806561412,403,0.8556540520835636,0.6242820655204511,0.014961309523166036,0.012862129328996611,8.820210482670369,219,1.0062241873558335,0.73430122490493,0.00919166706877677,0.06257033105430794,35.65463768709104,844,0.5744732764305001,0.18430684622303925,0.03597499164114318
3,rest,0.056407819313950044,35.35278002653631,1188,0.8912576955809066,0.7752294280550897,0.04126949600913922,0.0850875774381678,84.41658958540546,1631,1.2523516058094692,1.1577451986039418,0.06469128415080991,0.023029601377661257,15.18373677196008,541,0.9747752455704903,0.77286377273596,0.01658850288359126,0.007946564561254461,5.389141784400941,65,0.7989487764456196,0.5816500360574571,0.005505368822282358
4,rest,0.05375818425586669,28.22730588770878,877,0.7131200351606615,0.6015342136636185,0.033819994407636556,0.04441376120526733,28.76612594554312,970,0.8980156929242566,0.7633469625249473,0.031206331117280946,0.022560144262315993,11.605756647487738,269,0.7631918064011249,0.6763463175130703,0.013872198186892995,0.009063735581778695,4.063543523894906,73,0.48064903057194774,0.39241838880344654,0.004071664253195748
5,extension,0.029781746217193476,17.022296042432373,599,0.8460622127687967,0.765925255117885,0.02190467575573288,0.03457779299643659,23.836305653124395,854,0.9541967523085573,0.8422403910393419,0.02479768671379136,0.015072387014814722,8.557028567563085,184,0.9717076023208162,0.8309905186738828,0.010601783156912905,0.007122037181395952,3.89335468900172,45,0.6674507835173582,0.5577014760631149,0.004321047536012118
6,extension,0.034795573789825736,20.975348764740712,824,0.8681722180791471,0.80352963040744,0.026490195897569537,0.039406367033136776,27.384673315763703,976,0.974967668171109,0.8863164313671441,0.02980643978792927,0.013882307275915806,9.683280760508081,219,1.0487508028473358,0.9816231949750719,0.010669718878968854,0.004014357666275927,2.85793587168705,1,0.8707265389685825,0.8305224469462464,0.003074062011145333
7,extension,0.04886219335573309,30.35067741714765,1100,0.8750203174269715,0.7998033804308489,0.03645609122032668,0.051157002201650356,34.861834783406856,1175,1.004685723891984,0.9155023991569387,0.0391182582197243,0.02030598316462425,12.865119492380119,436,1.0139822052286198,0.9425564596786348,0.016118077354518912,0.0051701779975500415,3.661912870710946,1,0.8729579661755031,0.8413882951368604,0.003962528733830285
8,extension,0.026037730211235777,15.890529842291828,573,0.8912042935316542,0.7980918966995848,0.01996207528358264,0.032116133702166226,22.182513949377856,844,1.0009022682884572,0.8954737796957203,0.024833111084525326,0.013910234308442532,8.968892553879753,185,1.0247315378823898,0.9455326879630256,0.010728935807118142,0.0032602600514817334,2.3734693069752146,0,0.9022506977388289,0.8879273065290839,0.0025869773681525556
9,extension,0.020857896955985823,17.078967484774985,646,1.1294403435226443,1.0967813780866345,0.016236632567001377,0.024649131134175883,18.400442677225843,720,1.0866617412809108,1.021526764070531,0.019038622524456678,0.010149641450381428,9.673675184268474,222,1.2934443793503938,1.2827416971941215,0.00803585152021085,0.007609429337364864,5.349497977263384,18,0.8292841047994859,0.8092405509312023,0.005899619499378511
