,class,SENSOR0_RMS,SENSOR0_WAVELEN,SENSOR0_WAMP,SENSOR0_APPEN,SENSOR0_SAMPEN,SENSOR0_MAV,SENSOR1_RMS,SENSOR1_WAVELEN,SENSOR1_WAMP,SENSOR1_APPEN,SENSOR1_SAMPEN,SENSOR1_MAV,SENSOR2_RMS,SENSOR2_WAVELEN,SENSOR2_WAMP,SENSOR2_APPEN,SENSOR2_SAMPEN,SENSOR2_MAV,SENSOR3_RMS,SENSOR3_WAVELEN,SENSOR3_WAMP,SENSOR3_APPEN,SENSOR3_SAMPEN,SENSOR3_MAV
0,rest,0.029404521410520072,10.132517595003534,350,0.774738518133137,0.7145036096958756,0.021298894095313936,0.031459462422252504,12.459357921955478,467,0.9030165667634171,0.8087953575182916,0.02396778840565848,0.010232128853519101,3.7286554783552597,52,0.9258322822946958,0.8246605638092501,0.0077938124612978235,0.006324552473594658,2.6185804630733287,20,0.7438340747637064,0.7208925483385019,0.004525379587896835
1,rest,0.33876389130609647,145.11842692605012,1123,0.8786707483072318,0.8511274803171813,0.258560525469179,0.29192679076630973,146.87068735283694,1109,1.0503825151001718,1.010284397875364,0.2167922489851016,0.11156038004813125,52.02865613886128,993,0.9638642893851399,0.9622001353038201,0.08433064821892962,0.010678897961134881,3.8330157568190213,59,0.7194695529185462,0.5237391980955786,0.007678454293608839
2,rest,0.02167066342836241,7.213546784228779,213,0.7590286966881759,0.660268419125602,0.015155760680550839,0.022969961620471307,7.044676866178544,210,0.6754155004266837,0.44846238541416616,0.014683749280722615,0.010242173782725517,3.6094979220322103,60,0.8393787860752377,0.6763689641566664,0.007349963212926785,0.02264019174450965,7.050325376223494,207,0.522047182878612,0.2868332274362818,0.012988193136602372
3,rest,0.052655534615265634,18.262195636513166,633,0.766193693330671,0.6996077974605505,0.03729851676654674,0.08651245480602347,52.839818545724334,994,1.1985139035183296,1.1916317929274278,0.06620667062035505,0.01838532715441967,6.8931273968915034,212,0.8916055293405902,0.7401631180045799,0.013117238843027514,0.006152532743680989,2.1434983713387656,12,0.6589395286223487,0.5598627726647892,0.00399839815532024
4,rest,0.027198937903051525,9.609158133281586,371,0.848054344209856,0.8204139697851573,0.0213100883808932,0.030284283102269764,12.30505418678655,460,0.9717554804288095,0.8888437423378209,0.023029169503167114,0.01142445414964474,4.884808537381703,81,1.0453896645625003,1.0186524756769268,0.009075295614130993,0.002165280065723781,1.073322074178399,0,0.9438535710868807,0.9618974472746934,0.0017453862230133407
5,extension,0.027130253427377897,10.018518552072353,374,0.8796753884363979,0.832280568285916,0.021583177815388807,0.03377913661029823,14.275140476603774,523,0.9251094274055687,0.8885487257472157,0.025403859074898644,0.010796686854846431,4.607405775432075,77,1.0612783154600156,0.9526135922388468,0.008027387736854059,0.003028706281104303,1.3410174221283808,0,0.8723447834316644,0.8474936029863116,0.0023964597439648135
6,extension,0.03418604637828282,12.388563602801375,475,0.8410698439053634,0.7913994887109438,0.025929101717758227,0.03704010403738177,15.984960933920323,581,0.9680551387044618,0.9306991859270057,0.028137228658650475,0.013109094041510012,5.707285413298424,123,1.0261158389472307,1.0022836933629964,0.009911868618492121,0.0040460131607878095,1.6778563713120238,1,0.8164944887673586,0.8052341303277399,0.0030520370844002213
7,extension,0.04817699365463051,17.394558459930558,637,0.8210839275013244,0.7808830432917367,0.03610025790592797,0.05209545329506841,20.476092065725805,695,0.957990340766055,0.8913454265544821,0.03970523693852287,0.020786878284191426,7.469299770683608,247,0.9625737465834003,0.9199525833048582,0.016704509840429514,0.004993757514750617,2.093740466515668,0,0.8688197434708029,0.867074674673714,0.0038759010141552067
8,extension,0.024615387810347483,9.572540913781612,353,0.8942236180588399,0.8486029086093027,0.019380378546789645,0.033423137286568594,13.852553091432338,529,0.9428940096298182,0.907696608455261,0.026176221835488584,0.014070773233011568,5.482833270663818,115,0.9806825111965654,0.938277999761989,0.010596113108495562,0.0031371412441363353,1.377734065476844,0,0.9043002720596092,0.912550142161571,0.0025370673556852365
9,extension,0.02167671745069084,10.462683568470391,398,1.0596707242687575,1.0539485209369899,0.016723786698421624,0.025739671288496833,11.119378099284324,431,1.0120472928820479,0.9922703223475389,0.019825915040966084,0.0102691012766205,5.849996079591957,141,1.2196731019604465,1.2598980637772548,0.008095349880350237,0.007281014510866502,3.106201454755618,11,0.8067910049959854,0.7996437293680314,0.005541965365871469
10,flexion,0.028434091763737238,10.095682439815727,363,0.8194246244311989,0.7972105590026329,0.022203392397762582,0.027320544143504988,10.539583743151711,358,0.8651437793802161,0.7541356590208781,0.020103263456780693,0.009347539717845552,3.714590665953699,40,0.9909565357408976,0.9446027317845714,0.007221449417450909,0.004234336382094027,1.6386744037445342,0,0.7018997164206904,0.6665190236233453,0.0029447622094749856
11,flexion,0.21836538417101128,93.24399561143322,1091,0.8845559724872252,0.829582877362049,0.16344841218789224,0.21595900416351754,112.18374432056538,1101,1.081651315737013,1.0466970616725966,0.16239805914333602,0.09103396360755081,35.693475761924546,855,0.8860020990034885,0.7732969679901561,0.06826772542005945,0.015706377551465724,6.409041547458185,181,0.743985077804675,0.6765885106368554,0.0117658462156581
12,flexion,0.016188390997879012,5.866395635333233,141,0.878278622325984,0.8219402203172783,0.012311758213673822,0.0157649750071252,5.963357164060845,174,0.8535338601589495,0.6733484161244844,0.010854768612817972,0.011382570559859324,4.2190531960537365,75,0.9246376844911017,0.7900500271406535,0.008401331753592561,0.029534273865224496,9.826217982227913,327,0.5341048528782051,0.11943791800418015,0.017294626024243198
13,flexion,0.0500663088793104,17.290970069220823,578,0.7930826632380135,0.7199985868995926,0.03544834216783181,0.06218820879515879,27.319613004653633,741,0.9140840447071765,0.715494479251942,0.043728492119716,0.020186786276991324,7.240983972563309,230,0.882349984930566,0.7649979173188935,0.014631910676541165,0.006698720979621585,2.473841087144248,16,0.6991623578843384,0.5996898392644899,0.004460788287579507
